;Kundennummer;Kundenname;Stadt;Kundengruppe;Kündigung;Anzahl_Mieteinheiten;Kundentyp;Konkurrenz
2243;67674;Hedi Hübel;Klötze;Kleinkunde;0;31;Bestandskunden;Keine Konkurrenz
2244;27217;Madeleine Weinhage B.A.;Burgdorf;mittlerer Kunde;0;140;Bestandskunden;Keine Konkurrenz
2245;28626;Agnes Gierschner;Hohenmölsen;Großkunde;0;610;Altkunden;mittlerer Konkurrenz
2246;38446;Rolf Hövel-Herrmann;Sömmerda;Kleinkunde;0;15;Bestandskunden;mittlerer Konkurrenz
2247;61670;Leokadia Radisch;Schwabmünchen;mittlerer Kunde;1;198;Altkunden;Hohe Konkurrenz
2248;41774;Dr. Elvira Trapp B.Eng.;Angermünde;Kleinkunde;1;31;Altkunden;Hohe Konkurrenz
2249;70237;Andre Sorgatz;Osterodem Harz;mittlerer Kunde;0;54;Altkunden;Hohe Konkurrenz
2250;26826;Gunar Ehlert-Vogt;Forst;Kleinkunde;0;34;Neukunde;Hohe Konkurrenz
2251;84672;Univ.Prof. Dorle Sorgatz;Stollberg;Großkunde;0;794;Bestandskunden;Hohe Konkurrenz
2252;16704;Wieland Lehmann;Höxter;Kleinkunde;1;46;Neukunde;mittlerer Konkurrenz
2253;28276;Univ.Prof. Ilhan Thies;Dinkelsbühl;Großkunde;1;783;Bestandskunden;Hohe Konkurrenz
2254;74762;Dr. Guiseppe Bonbach;Sulzbach-Rosenberg;Großkunde;0;988;Neukunde;Keine Konkurrenz
2255;99192;Dipl.-Ing. Sybilla Löffler;Aschaffenburg;Großkunde;0;442;Bestandskunden;Keine Konkurrenz
2256;22287;Richard Köster;Burglengenfeld;Großkunde;0;350;Altkunden;mittlerer Konkurrenz
2257;1321;Paolo Staude-Junken;Bamberg;Kleinkunde;0;32;Bestandskunden;mittlerer Konkurrenz
2258;12545;Ing. Hans-Christian Hofmann;Rudolstadt;Großkunde;0;984;Altkunden;mittlerer Konkurrenz
2259;36281;Ing. Maritta Ernst;Osterburg;mittlerer Kunde;0;157;Neukunde;mittlerer Konkurrenz
2260;74861;Änne Heidrich B.Eng.;Höxter;mittlerer Kunde;0;94;Altkunden;mittlerer Konkurrenz
2261;54965;Waltraud Etzold;Worbis;Großkunde;0;919;Bestandskunden;mittlerer Konkurrenz
2262;62232;Elsa Drub;Göttingen;Großkunde;0;701;Altkunden;mittlerer Konkurrenz
2263;51491;Ing. Hans-Dietrich Gude;Soltau;mittlerer Kunde;1;59;Altkunden;Hohe Konkurrenz
2264;5582;Witold Drewes;Bogen;Kleinkunde;0;19;Bestandskunden;Hohe Konkurrenz
2265;91207;Marlen Hornig;Staßfurt;Großkunde;0;858;Bestandskunden;Keine Konkurrenz
2266;72634;Lidija Trapp;Rochlitz;mittlerer Kunde;0;196;Neukunde;Hohe Konkurrenz
2267;19920;Dr. Hans-Dieter Koch MBA.;Emmendingen;mittlerer Kunde;0;67;Bestandskunden;mittlerer Konkurrenz
2268;67810;Frau Gertrude Trubin;Riesa;Großkunde;1;549;Neukunde;Hohe Konkurrenz
2269;89404;Siglinde Heß;Gransee;mittlerer Kunde;0;63;Bestandskunden;mittlerer Konkurrenz
2270;32361;Dr. Sibilla Patberg MBA.;Worbis;Kleinkunde;0;6;Bestandskunden;mittlerer Konkurrenz
2271;19713;Ing. Ivana Mies;Rostock;mittlerer Kunde;0;196;Bestandskunden;Hohe Konkurrenz
2272;89228;Gesine Barkholz-Stiffel;Wolfratshausen;Großkunde;0;572;Bestandskunden;mittlerer Konkurrenz
2273;75602;Bernward Förster;Bogen;mittlerer Kunde;0;65;Bestandskunden;Hohe Konkurrenz
2274;13312;Heike Junck;Nabburg;Großkunde;0;361;Neukunde;Keine Konkurrenz
2275;87425;Renata Mans;Neustadtm Rübenberge;mittlerer Kunde;0;117;Bestandskunden;mittlerer Konkurrenz
2276;74121;Susi Seifert;Perleberg;mittlerer Kunde;0;168;Neukunde;Hohe Konkurrenz
2277;67351;Cristina Krein;Teterow;Großkunde;0;258;Altkunden;Keine Konkurrenz
2278;73938;Robin Jäntsch;Hildesheim;Kleinkunde;0;2;Bestandskunden;Keine Konkurrenz
2279;62215;Suse Preiß;Werdau;mittlerer Kunde;0;104;Neukunde;Keine Konkurrenz
2280;14993;Heinz-Wilhelm Schlosser-Trüb;Jüterbog;mittlerer Kunde;0;184;Altkunden;Keine Konkurrenz
2281;66882;Prof. Melita Reuter;Beilngries;Großkunde;1;265;Bestandskunden;Hohe Konkurrenz
2282;62525;Karl-Wilhelm Stiebitz;Feuchtwangen;mittlerer Kunde;0;104;Bestandskunden;Keine Konkurrenz
2283;29095;Irmtraut Bärer;Soltau;Großkunde;0;856;Neukunde;Hohe Konkurrenz
2284;28598;Gertraude Ritter-Caspar;Helmstedt;Großkunde;0;846;Bestandskunden;Keine Konkurrenz
2285;80123;Sigurd Seifert;Neubrandenburg;Kleinkunde;0;31;Neukunde;Hohe Konkurrenz
2286;34100;Marika Losekann;Büsingenm Hochrhein;Kleinkunde;1;48;Bestandskunden;mittlerer Konkurrenz
2287;8236;Anneke Etzler;Freudenstadt;mittlerer Kunde;0;157;Neukunde;Keine Konkurrenz
2288;33313;Herr Kemal Schmiedt;Luckenwalde;mittlerer Kunde;0;99;Neukunde;Hohe Konkurrenz
2289;7811;Gabriele Hermann;Eutin;Großkunde;1;346;Bestandskunden;Hohe Konkurrenz
2290;91610;Adam Gunpf;Wolgast;Kleinkunde;0;26;Altkunden;Keine Konkurrenz
2291;47603;Luigi Junk-Förster;Hersbruck;Großkunde;0;694;Bestandskunden;Hohe Konkurrenz
2292;84337;Hans-Georg Wulff;Neu-Ulm;Großkunde;1;931;Bestandskunden;Hohe Konkurrenz
2293;6011;Heinz-Wilhelm Tintzmann-Ackermann;Kelheim;Kleinkunde;1;33;Bestandskunden;Hohe Konkurrenz
2294;82837;Dipl.-Ing. Anneli Döhn B.Sc.;Pinneberg;mittlerer Kunde;0;96;Bestandskunden;Keine Konkurrenz
2295;50228;Ingelore Müller;Stollberg;Kleinkunde;1;25;Neukunde;Hohe Konkurrenz
2296;26902;Augustin Winkler-Klemm;Kassel;mittlerer Kunde;1;195;Bestandskunden;Hohe Konkurrenz
2297;58411;Blanka Jähn;Berchtesgaden;mittlerer Kunde;0;192;Bestandskunden;mittlerer Konkurrenz
2298;40739;Anne Fischer;Eberswalde;mittlerer Kunde;0;170;Bestandskunden;Keine Konkurrenz
2299;22114;Beata Johann-Oderwald;Bitterfeld;Großkunde;0;400;Altkunden;Hohe Konkurrenz
2300;95622;Natascha Rädel;Holzminden;Großkunde;0;287;Bestandskunden;Hohe Konkurrenz
2301;80532;Kristiane Lindner;Göttingen;mittlerer Kunde;0;188;Neukunde;mittlerer Konkurrenz
2302;20414;Ing. Istvan Salz;Rostock;Kleinkunde;0;17;Neukunde;Hohe Konkurrenz
2303;56063;Vera Beyer;Soest;Großkunde;0;247;Bestandskunden;Keine Konkurrenz
2304;20824;Paulo Täsche;Parchim;Kleinkunde;0;30;Bestandskunden;Hohe Konkurrenz
2305;62225;Herr Lutz Schäfer;Angermünde;Kleinkunde;0;19;Bestandskunden;Hohe Konkurrenz
2306;99156;Siegried Lindau;Fürstenwalde;mittlerer Kunde;0;153;Neukunde;Hohe Konkurrenz
2307;67209;Vladimir Hahn;Pritzwalk;Großkunde;0;669;Bestandskunden;Keine Konkurrenz
2308;23485;Dursun Hölzenbecher;Rochlitz;Großkunde;0;745;Altkunden;Hohe Konkurrenz
2309;56577;Ing. Hans-Adolf Mosemann MBA.;Brandenburg;mittlerer Kunde;0;106;Neukunde;mittlerer Konkurrenz
2310;73813;Klaus-Dieter Seifert;Melle;Kleinkunde;1;20;Bestandskunden;mittlerer Konkurrenz
2311;34687;José Weiß B.A.;Wittstock;Großkunde;0;631;Bestandskunden;Keine Konkurrenz
2312;52355;Dr. Karolin Gierschner B.Eng.;Schwabmünchen;mittlerer Kunde;1;194;Altkunden;Hohe Konkurrenz
2313;58531;Heinz-Joachim Sontag;Schrobenhausen;Kleinkunde;1;15;Neukunde;Keine Konkurrenz
2314;42072;Dr. Natali Seidel B.A.;Rudolstadt;Kleinkunde;0;5;Altkunden;mittlerer Konkurrenz
2315;40560;Frau Bianka Seip;Geldern;Kleinkunde;0;26;Neukunde;Hohe Konkurrenz
2316;92564;Univ.Prof. Georgine Schmidtke;Goslar;Großkunde;0;709;Altkunden;Keine Konkurrenz
2317;65820;Beatrice Davids;Aachen;mittlerer Kunde;0;192;Bestandskunden;mittlerer Konkurrenz
2318;19771;Dipl.-Ing. Elisabet Löwer B.A.;Wetzlar;mittlerer Kunde;0;177;Neukunde;Keine Konkurrenz
2319;26396;Melissa Weinhold;Marktheidenfeld;mittlerer Kunde;1;72;Bestandskunden;Keine Konkurrenz
2320;60540;Christine Plath B.Sc.;Erbisdorf;Großkunde;0;540;Bestandskunden;mittlerer Konkurrenz
2321;34922;Gordana Oestrovsky-Heß;Wolfratshausen;mittlerer Kunde;0;194;Bestandskunden;mittlerer Konkurrenz
2322;24165;Marina Bender;Lübben;Großkunde;0;273;Bestandskunden;Keine Konkurrenz
2323;39834;Ivan Ruppersberger-Zahn;Bad Langensalza;Großkunde;0;329;Altkunden;Keine Konkurrenz
2324;69340;Liesa Mielcarek;Osterburg;Kleinkunde;0;19;Bestandskunden;mittlerer Konkurrenz
2325;29056;Marc Mangold;Rostock;Großkunde;0;752;Bestandskunden;Hohe Konkurrenz
2326;31129;Arthur Drubin B.A.;Eggenfelden;Kleinkunde;0;9;Bestandskunden;Keine Konkurrenz
2327;39749;Hans-Eberhard Klingelhöfer-Herrmann;Kronach;mittlerer Kunde;0;162;Neukunde;mittlerer Konkurrenz
2328;59751;Petra Dehmel-Bloch;Kötzting;Kleinkunde;0;13;Bestandskunden;Keine Konkurrenz
2329;26275;Univ.Prof. Britta Franke MBA.;Karlsruhe;Großkunde;0;993;Bestandskunden;Hohe Konkurrenz
2330;61236;Auguste Hermann;Peine;mittlerer Kunde;0;158;Bestandskunden;Keine Konkurrenz
2331;85654;Herr Saban Hamann;Stollberg;Kleinkunde;1;46;Altkunden;Hohe Konkurrenz
2332;48962;Dipl.-Ing. Klaus-Ulrich Rosenow;Goslar;Großkunde;0;773;Bestandskunden;Keine Konkurrenz
2333;37022;Univ.Prof. Kirsten Ullrich MBA.;Rockenhausen;Kleinkunde;0;37;Altkunden;Keine Konkurrenz
2334;91560;Ester Gnatz;Seelow;Kleinkunde;0;5;Neukunde;Keine Konkurrenz
2335;57511;Dennis Radisch;Altötting;mittlerer Kunde;0;130;Bestandskunden;mittlerer Konkurrenz
2336;34810;Mara Schmiedt B.Sc.;Bischofswerda;mittlerer Kunde;0;87;Neukunde;mittlerer Konkurrenz
2337;11943;Dipl.-Ing. Jacob Thanel;Gifhorn;Kleinkunde;1;28;Bestandskunden;Hohe Konkurrenz
2338;29772;Hans-Jürgen Fliegner;Artern;Kleinkunde;0;47;Bestandskunden;Keine Konkurrenz
2339;65124;Emanuel Henk;Wetzlar;mittlerer Kunde;0;96;Neukunde;Keine Konkurrenz
2340;69794;Lilija Mende;Pirmasens;Kleinkunde;0;20;Neukunde;Hohe Konkurrenz
2341;23907;Elmar Heuser;Kamenz;Großkunde;0;322;Altkunden;Hohe Konkurrenz
2342;1527;Heidelinde Döhn-Bärer;Bremen;Großkunde;0;597;Bestandskunden;Hohe Konkurrenz
2343;28385;Prof. Notburga Sauer;Dinslaken;Kleinkunde;0;26;Altkunden;Keine Konkurrenz
2344;42715;Catrin Wagner;Königs Wusterhausen;Großkunde;0;404;Bestandskunden;Keine Konkurrenz
2345;59153;Günter Gutknecht;Rothenburg oberauber;Kleinkunde;0;25;Altkunden;Keine Konkurrenz
2346;87716;Timo Weller MBA.;Parsberg;Großkunde;1;923;Neukunde;Hohe Konkurrenz
2347;56880;Hans-Henning Wulff;Luckenwalde;Kleinkunde;0;25;Bestandskunden;Hohe Konkurrenz
2348;56742;Ekkehard Lange-Schäfer;Sondershausen;mittlerer Kunde;0;144;Bestandskunden;Hohe Konkurrenz
2349;43574;Helga Baum;München;Kleinkunde;1;48;Bestandskunden;Keine Konkurrenz
2350;46741;Milica Weiß;Burg;mittlerer Kunde;1;175;Bestandskunden;Hohe Konkurrenz
2351;45785;Sina Kraushaar;Dieburg;Kleinkunde;0;7;Bestandskunden;mittlerer Konkurrenz
2352;30573;Leo Hartung-Sontag;Füssen;Großkunde;0;623;Neukunde;mittlerer Konkurrenz
2353;33865;Swetlana Schottin-Hoffmann;Bützow;mittlerer Kunde;0;161;Altkunden;mittlerer Konkurrenz
2354;59402;Georg Adler;Kyritz;mittlerer Kunde;0;63;Bestandskunden;Keine Konkurrenz
2355;68040;Tomas Geisel;Borna;Kleinkunde;1;13;Bestandskunden;Hohe Konkurrenz
2356;82106;Hans-J. Schmiedecke;Forchheim;Großkunde;0;508;Bestandskunden;mittlerer Konkurrenz
2357;14335;Elisabeth Koch;Werdau;Großkunde;1;272;Neukunde;Keine Konkurrenz
2358;83310;Marleen Sorgatz-Neuschäfer;Hofgeismar;mittlerer Kunde;0;54;Bestandskunden;Hohe Konkurrenz
2359;1541;Krzysztof Junitz-Heidrich;Iserlohn;Großkunde;0;813;Bestandskunden;Keine Konkurrenz
2360;50442;Traudl Schleich B.Sc.;Gera;mittlerer Kunde;1;87;Bestandskunden;Keine Konkurrenz
2361;43788;Mechtild Hänel B.A.;Miltenberg;Kleinkunde;0;29;Bestandskunden;Keine Konkurrenz
2362;55111;Radmila Stiffel;Bischofswerda;Kleinkunde;0;49;Altkunden;mittlerer Konkurrenz
2363;51848;Ing. Augusta Vogt MBA.;Peine;mittlerer Kunde;0;123;Altkunden;Keine Konkurrenz
2364;47044;Marius Wiek-Sauer;Burg;Kleinkunde;0;36;Altkunden;Hohe Konkurrenz
2365;65459;Eitel Vogt;Eisenhüttenstadt;Großkunde;0;394;Altkunden;Keine Konkurrenz
2366;66795;Peer Binner-Zimmer;Tecklenburg;Großkunde;1;619;Bestandskunden;Hohe Konkurrenz
2367;68103;Prof. Arzu Stahr;Wernigerode;mittlerer Kunde;0;94;Bestandskunden;mittlerer Konkurrenz
2368;80117;Dr. Walther Schäfer;Neu-Ulm;Kleinkunde;1;10;Altkunden;Hohe Konkurrenz
2369;35726;Agatha Walter;Marienberg;Kleinkunde;1;18;Neukunde;mittlerer Konkurrenz
2370;89459;Reinhold Jopich;Dessau;Kleinkunde;0;39;Altkunden;Keine Konkurrenz
2371;6280;Xenia auch Schlauchin;Prenzlau;mittlerer Kunde;0;148;Bestandskunden;Keine Konkurrenz
2372;56269;Jeannette Stroh;Ueckermünde;mittlerer Kunde;0;59;Bestandskunden;Keine Konkurrenz
2373;95534;Dipl.-Ing. Fanny Hesse B.A.;Seelow;mittlerer Kunde;1;91;Neukunde;Keine Konkurrenz
2374;73714;Lukas Biggen;Lübben;Kleinkunde;0;37;Neukunde;Keine Konkurrenz
2375;13178;Knut Gerlach;Tuttlingen;Großkunde;0;730;Neukunde;Hohe Konkurrenz
2376;86232;Diether Stiebitz;Rosenheim;mittlerer Kunde;0;77;Altkunden;Keine Konkurrenz
2377;65422;Alexandre Pärtzelt;Querfurt;Großkunde;0;921;Neukunde;Hohe Konkurrenz
2378;22962;Czeslaw Heinz MBA.;Dresden;Kleinkunde;1;36;Bestandskunden;mittlerer Konkurrenz
2379;25590;Katalin Bachmann;Calau;Kleinkunde;0;42;Bestandskunden;mittlerer Konkurrenz
2380;95061;Friedemann Scholl;Dachau;Großkunde;0;416;Bestandskunden;mittlerer Konkurrenz
2381;42826;Alex Fröhlich-Hauffer;Greifswald;Kleinkunde;0;19;Bestandskunden;Keine Konkurrenz
2382;3807;Dipl.-Ing. Patricia Riehl B.Eng.;Stollberg;Kleinkunde;0;16;Altkunden;Hohe Konkurrenz
2383;27989;Leon Patberg;Reutlingen;Großkunde;0;908;Bestandskunden;Keine Konkurrenz
2384;50481;Anette Löffler-Scheel;Gelnhausen;Kleinkunde;1;6;Bestandskunden;Hohe Konkurrenz
2385;44690;Prof. Anna-Lena Salz;Bremervörde;Kleinkunde;0;23;Bestandskunden;Keine Konkurrenz
2386;32950;Dr. Ernst-Otto Gierschner;Bersenbrück;Großkunde;0;702;Bestandskunden;Keine Konkurrenz
2387;52942;Gebhard Geisel-Heser;Konstanz;mittlerer Kunde;1;143;Neukunde;Hohe Konkurrenz
2388;92974;Ingetraut Bärer;Wolfach;Kleinkunde;0;30;Bestandskunden;Hohe Konkurrenz
2389;72737;Engelbert Förster;Germersheim;Großkunde;1;735;Neukunde;Hohe Konkurrenz
2390;41878;Nadia Blümel;Viersen;Großkunde;0;584;Bestandskunden;Keine Konkurrenz
2391;62137;Antonia Schenk;Kassel;mittlerer Kunde;0;169;Bestandskunden;Hohe Konkurrenz
2392;69094;Achim Rust-Mosemann;Grafenau;Kleinkunde;0;32;Bestandskunden;Hohe Konkurrenz
2393;84372;Dr. Henner Scholl MBA.;Stade;Großkunde;0;362;Altkunden;Hohe Konkurrenz
2394;10343;Gerda Fiebig;Bayreuth;mittlerer Kunde;1;117;Bestandskunden;Hohe Konkurrenz
2395;99682;Univ.Prof. Raimund Hahn B.Eng.;Peine;Kleinkunde;0;39;Bestandskunden;Keine Konkurrenz
2396;60741;Dr. Marcella Säuberlich B.Sc.;Parsberg;Kleinkunde;0;27;Bestandskunden;Hohe Konkurrenz
2397;90822;Ehrhard Pieper B.Sc.;Arnstadt;Großkunde;0;549;Neukunde;Keine Konkurrenz
2398;39498;Hildburg Herrmann B.Sc.;Badoberan;mittlerer Kunde;0;114;Bestandskunden;Keine Konkurrenz
2399;36070;Univ.Prof. Hellmuth Seidel;Melsungen;Kleinkunde;1;8;Bestandskunden;Hohe Konkurrenz
2400;77595;Gotthilf Mentzel;Eichstätt;Kleinkunde;0;6;Bestandskunden;mittlerer Konkurrenz
2401;46565;Malgorzata Trapp;Hamburg;Kleinkunde;1;16;Neukunde;Hohe Konkurrenz
2402;44691;Gertrud Schuchhardt;Stendal;Großkunde;0;550;Bestandskunden;Hohe Konkurrenz
2403;29893;Helena Kambs;Sebnitz;mittlerer Kunde;0;167;Bestandskunden;Keine Konkurrenz
2404;36071;Ing. Horst Bauer;Königs Wusterhausen;Großkunde;0;262;Bestandskunden;Keine Konkurrenz
2405;99476;Armin Jäntsch;Eberswalde;mittlerer Kunde;0;196;Neukunde;Keine Konkurrenz
2406;77746;Andres Zobel;Lüneburg;mittlerer Kunde;0;124;Bestandskunden;mittlerer Konkurrenz
2407;16516;René Nohlmans-Oestrovsky;Dinkelsbühl;mittlerer Kunde;0;68;Bestandskunden;Hohe Konkurrenz
2408;53655;Juri Geisel;Greifswald;Kleinkunde;0;44;Bestandskunden;Keine Konkurrenz
2409;67952;Ilhan Sauer;Griesbach Rottal;Kleinkunde;0;15;Bestandskunden;mittlerer Konkurrenz
2410;68868;Aloys Geißler;Koblenz;Großkunde;0;735;Bestandskunden;Keine Konkurrenz
2411;11625;Egon Eberth;Neuruppin;Kleinkunde;0;20;Bestandskunden;Keine Konkurrenz
2412;35775;Ing. Hans-Dietrich Löffler B.A.;Mittweida;mittlerer Kunde;0;192;Bestandskunden;Keine Konkurrenz
2413;81229;Elias Atzler;Oberviechtach;Kleinkunde;1;2;Neukunde;Keine Konkurrenz
2414;26247;Prof. Catherine Klapp;Bad Kreuznach;Kleinkunde;0;46;Bestandskunden;Hohe Konkurrenz
2415;94290;Carmine Lindau;Mallersdorf;mittlerer Kunde;1;164;Neukunde;Hohe Konkurrenz
2416;84860;Elisabeth Bachmann B.Sc.;Büsingenm Hochrhein;Großkunde;0;360;Bestandskunden;mittlerer Konkurrenz
2417;49264;Irmgard Junitz;Lüdinghausen;mittlerer Kunde;1;147;Bestandskunden;Hohe Konkurrenz
2418;19609;Univ.Prof. Ludwina Dehmel B.Eng.;Pirmasens;Großkunde;0;368;Neukunde;Hohe Konkurrenz
2419;84240;Ing. Laszlo Hellwig;Viersen;mittlerer Kunde;0;59;Bestandskunden;Keine Konkurrenz
2420;28254;Marliese Schmidt;Böblingen;mittlerer Kunde;0;81;Bestandskunden;Keine Konkurrenz
2421;8527;Dipl.-Ing. Leonid Eckbauer B.Sc.;Amberg;Großkunde;1;915;Bestandskunden;Hohe Konkurrenz
2422;72817;Ron Reising-Mentzel;Burglengenfeld;Kleinkunde;0;27;Bestandskunden;mittlerer Konkurrenz
2423;78018;Ahmad Sager-Söding;Bad Kreuznach;mittlerer Kunde;1;69;Altkunden;Hohe Konkurrenz
2424;98249;Dipl.-Ing. Rotraud Girschner;Meiningen;mittlerer Kunde;0;99;Altkunden;Hohe Konkurrenz
2425;4118;Marek Geisel;Oschatz;mittlerer Kunde;0;141;Bestandskunden;mittlerer Konkurrenz
2426;91751;Zoltan Bien B.A.;Bremen;Kleinkunde;1;48;Bestandskunden;Hohe Konkurrenz
2427;62081;Univ.Prof. Filiz Ritter B.A.;Jüterbog;Kleinkunde;0;17;Bestandskunden;Keine Konkurrenz
2428;58056;Ortrun Fröhlich-Karz;Lüdenscheid;Großkunde;1;914;Neukunde;Hohe Konkurrenz
2429;2912;Frau Aleksandra Patberg B.Eng.;Coburg;mittlerer Kunde;0;125;Altkunden;Keine Konkurrenz
2430;68068;Univ.Prof. Antonios Hoffmann;Eisenhüttenstadt;Kleinkunde;0;13;Neukunde;Keine Konkurrenz
2431;53439;Marietta Putz B.Sc.;Badibling;Großkunde;0;639;Bestandskunden;Hohe Konkurrenz
2432;69491;Michaela Hoffmann;Neustrelitz;mittlerer Kunde;0;154;Altkunden;Hohe Konkurrenz
2433;59072;Dr. Danny Schäfer;Crailsheim;Großkunde;0;829;Bestandskunden;Keine Konkurrenz
2434;45733;Carlos Seip MBA.;Dieburg;Kleinkunde;0;35;Altkunden;mittlerer Konkurrenz
2435;85236;Dipl.-Ing. Iwona Barkholz B.Sc.;Zossen;Kleinkunde;0;15;Bestandskunden;mittlerer Konkurrenz
2436;96528;Alexa Hahn;Magdeburg;Großkunde;0;438;Bestandskunden;Hohe Konkurrenz
2437;55445;Alessandro Gute B.Eng.;Gießen;Großkunde;0;544;Bestandskunden;Keine Konkurrenz
2438;37980;Annemie Christoph;Königs Wusterhausen;mittlerer Kunde;0;105;Bestandskunden;Keine Konkurrenz
2439;58307;Herr Friedbert Plath;Belzig;mittlerer Kunde;0;89;Bestandskunden;Keine Konkurrenz
2440;22802;Frau Wenke Scholtz;Deggendorf;Kleinkunde;1;37;Bestandskunden;Hohe Konkurrenz
2441;40911;Ing. Rosina Hörle B.Sc.;Stade;Kleinkunde;0;30;Bestandskunden;Hohe Konkurrenz
2442;53797;Dipl.-Ing. Ida Kruschwitz;Fürstenwalde;Kleinkunde;0;2;Bestandskunden;Hohe Konkurrenz
2443;45706;Hannes Rosemann;Siegen;Kleinkunde;0;36;Bestandskunden;Keine Konkurrenz
2444;3454;Herr Knud Löffler B.Sc.;Neuruppin;Kleinkunde;0;2;Bestandskunden;Keine Konkurrenz
2445;27543;Gina Müller B.A.;Soltau;Kleinkunde;0;9;Bestandskunden;Hohe Konkurrenz
2446;30802;Johannes Thies-Biggen;Regensburg;Kleinkunde;0;4;Bestandskunden;Keine Konkurrenz
2447;85685;Dr. Cord Karge;Iserlohn;mittlerer Kunde;0;172;Bestandskunden;Keine Konkurrenz
2448;40280;Rico Winkler B.Sc.;Monschau;Kleinkunde;1;46;Bestandskunden;Hohe Konkurrenz
2449;31981;Arnd Hövel;Nürtingen;Großkunde;0;362;Bestandskunden;Keine Konkurrenz
2450;27859;Dr. Janina Schulz MBA.;Bremen;Großkunde;0;425;Neukunde;Hohe Konkurrenz
2451;38027;Ottmar Pölitz;Pirmasens;Kleinkunde;1;2;Bestandskunden;Hohe Konkurrenz
2452;56947;Ing. Salvatore Wilmsen;Coburg;Großkunde;0;299;Bestandskunden;Keine Konkurrenz
2453;75186;Jolanta Margraf;Rehau;Großkunde;0;871;Bestandskunden;Keine Konkurrenz
2454;78667;Birgitta Fiebig;Delitzsch;Kleinkunde;0;7;Bestandskunden;Keine Konkurrenz
2455;95659;Dipl.-Ing. Uli Mans;Schmölln;mittlerer Kunde;0;199;Neukunde;Keine Konkurrenz
2456;82683;Dr. Dino Ernst B.Eng.;Melle;mittlerer Kunde;0;148;Bestandskunden;mittlerer Konkurrenz
2457;95352;Anne Barkholz;Wunsiedel;Kleinkunde;1;10;Bestandskunden;Hohe Konkurrenz
2458;73249;Prof. Constantin Ortmann;Luckau;mittlerer Kunde;0;125;Bestandskunden;mittlerer Konkurrenz
2459;4157;Uschi Wernecke;Erfurt;Kleinkunde;1;49;Bestandskunden;Hohe Konkurrenz
2460;41084;Nadia Köhler;Tecklenburg;Großkunde;1;602;Neukunde;Hohe Konkurrenz
2461;96134;Hakan Atzler-Eigenwillig;Böblingen;Großkunde;0;632;Neukunde;Keine Konkurrenz
2462;45341;Fanny Sontag;Eisleben;Großkunde;0;424;Altkunden;Keine Konkurrenz
2463;19291;Irmengard Beckmann;Meppen;mittlerer Kunde;0;163;Bestandskunden;Keine Konkurrenz
2464;69520;Siegfried Klemm MBA.;Finsterwalde;Kleinkunde;0;14;Bestandskunden;mittlerer Konkurrenz
2465;72766;Elwira Heuser;Neu-Ulm;Großkunde;0;761;Altkunden;Hohe Konkurrenz
2466;75581;Victoria Gnatz;Eisenhüttenstadt;mittlerer Kunde;1;153;Bestandskunden;Keine Konkurrenz
2467;62484;Anna-Lena Stiebitz;Bad Brückenau;Kleinkunde;0;40;Bestandskunden;Keine Konkurrenz
2468;3302;Evangelia Röhrdanz;Pößneck;mittlerer Kunde;0;186;Altkunden;mittlerer Konkurrenz
2469;33489;Alice Christoph B.Eng.;Hannover;mittlerer Kunde;0;116;Neukunde;Keine Konkurrenz
2470;64099;Dr. Riza Schaaf B.Eng.;Mühldorfm Inn;Großkunde;0;579;Bestandskunden;Keine Konkurrenz
2471;28505;Norma Heintze-Atzler;Hildesheim;mittlerer Kunde;0;187;Bestandskunden;Keine Konkurrenz
2472;98943;Dr. Helmtrud Koch;Reutlingen;mittlerer Kunde;0;72;Bestandskunden;Keine Konkurrenz
2473;31925;Paul-Heinz Hellwig;Hainichen;Kleinkunde;0;10;Bestandskunden;Keine Konkurrenz
2474;34417;Annette Holsten;Heiligenstadt;Kleinkunde;0;46;Altkunden;Keine Konkurrenz
2475;99486;Nick Metz-Junitz;Brilon;mittlerer Kunde;0;138;Neukunde;mittlerer Konkurrenz
2476;14257;Univ.Prof. Lorenzo Hermann;München;Großkunde;0;345;Neukunde;Keine Konkurrenz
2477;61652;Kuno Dehmel B.A.;Stollberg;Großkunde;0;933;Bestandskunden;Hohe Konkurrenz
2478;51349;Antoinette Mosemann;Borken;Großkunde;0;514;Bestandskunden;mittlerer Konkurrenz
2479;38509;Inga Albers B.Eng.;Wernigerode;Kleinkunde;0;5;Neukunde;mittlerer Konkurrenz
2480;32591;Ramon Hettner;Bernburg;Kleinkunde;1;37;Neukunde;Hohe Konkurrenz
2481;2098;Hardy Dowerg B.Sc.;Reutlingen;Großkunde;0;747;Altkunden;Keine Konkurrenz
2482;29876;Sebastian Rädel;Angermünde;mittlerer Kunde;1;96;Altkunden;Hohe Konkurrenz
2483;95508;Dr. Waldemar Adolph B.Eng.;Wolmirstedt;Großkunde;0;422;Bestandskunden;Hohe Konkurrenz
2484;51322;Christopher Lachmann;Kaiserslautern;Großkunde;0;280;Bestandskunden;mittlerer Konkurrenz
2485;16431;Herwig Fritsch;Eggenfelden;Großkunde;0;204;Bestandskunden;Keine Konkurrenz
2486;24078;Katarzyna Reichmann-Binner;Berlin;mittlerer Kunde;0;152;Bestandskunden;mittlerer Konkurrenz
2487;8880;Jan Schleich;Eichstätt;mittlerer Kunde;0;176;Bestandskunden;mittlerer Konkurrenz
